# columns = TERM LEMMA POS PROB
# identifier = balzac1834FC39a
# creator = Balzac, Honoré de
# created = 1834
# modified = 1843
# title = Histoire des Treize : Ferragus. Études de mœurs. Scènes de la vie parisienne

↵↵	↵↵	PUNCTstruct
Il	il	PRON
est	être	AUX
dans	dans	ADP
Paris	Paris	PROPN
certaines	certain	DET
rues	rue	NOUN
déshonorées	déshonorer	VERB
autant	autant	ADV
que	que	SCONJ
peut	pouvoir	VERB
l'	le:PRON	PRON
être	être	AUX
un	un	DET
homme	homme	NOUN
coupable	coupable	ADJ
de	de	ADP
infamie	infamie	NOUN
;	;	PUNCTclause
puis	puis	CCONJ
il	il	PRON
existe	exister	VERB
des	un	DET
rues	rue	NOUN
nobles	noble	ADJ
,	,	PUNCTclause
puis	puis	CCONJ
des	un	ADP_DET
rues	rue	NOUN
simplement	simplement	ADV
honnêtes	honnête	ADJ
,	,	PUNCTclause
puis	puis	CCONJ
de	de	ADP
jeunes	jeune	ADJ
rues	rue	NOUN
sur	sur	ADP
la	le	DET
moralité	moralité	NOUN
desquelles	desquelles	PRON
le	le	DET
public	public	NOUN
ne	ne	ADV
se	se	PRON
est	être	AUX
pas	pas	ADV
encore	encore	ADV
formé	former	VERB
de	de	ADP
opinion	opinion	NOUN
;	;	PUNCTclause
puis	puis	CCONJ
des	un	ADP_DET
rues	rue	NOUN
assassines	assassin	ADJ
,	,	PUNCTclause
des	un	DET
rues	rue	NOUN
plus	plus	ADV
vieilles	vieux	ADJ
que	que	ADV
de	de	ADP
vieilles	vieux	ADJ
douairières	douairière	NOUN
ne	ne	ADV
sont	être	AUX
vieilles	vieux	ADJ
,	,	PUNCTclause
des	un	DET
rues	rue	NOUN
estimables	estimable	ADJ
,	,	PUNCTclause
des	un	ADP_DET
rues	rue	NOUN
toujours	toujours	ADV
propres	propre	ADJ
,	,	PUNCTclause
des	un	ADP_DET
rues	rue	NOUN
toujours	toujours	ADV
sales	sale	ADJ
,	,	PUNCTclause
des	un	DET
rues	rue	NOUN
ouvrières	ouvrier	ADJ
,	,	PUNCTclause
